,age,risk,horizon,capital,equity,mf,cash,goal_preservation,goal_retirement,goal_short_term,goal_wealth
7283,29,0,5,18725,60.61,29.29,10.1,False,False,False,True
7284,29,2,3,25291,66.0,24.0,10.0,False,False,True,False
7285,21,2,6,19202,74.07,19.75,6.17,True,False,False,False
7286,23,2,6,16293,68.18,20.45,11.36,False,False,True,False
7287,25,1,8,35249,55.0,30.0,15.0,True,False,False,False
7288,28,0,6,11693,47.0,38.0,15.0,False,True,False,False
7289,23,2,4,40119,82.19,10.96,6.85,False,True,False,False
7290,24,1,6,26163,56.0,29.0,15.0,True,False,False,False
7291,21,2,3,33984,85.0,10.0,5.0,False,False,False,True
7292,35,2,5,35461,60.0,30.0,10.0,False,False,True,False
7293,28,2,4,15232,83.05,9.77,7.18,False,False,False,True
7294,33,2,5,17974,72.29,21.69,6.02,False,True,False,False
7295,23,1,4,24926,61.22,33.67,5.1,False,False,False,False
7296,25,2,4,29837,66.67,27.78,5.56,False,False,False,False
7297,20,0,6,27833,45.0,45.0,10.0,False,False,False,False
7298,22,1,3,21418,58.0,27.0,15.0,True,False,False,False
7299,28,2,4,46957,64.52,24.73,10.75,False,False,True,False
7300,27,1,3,18944,59.86,35.15,4.99,False,False,False,False
7301,27,1,5,21608,48.0,32.0,20.0,False,False,True,False
7302,18,0,3,19417,70.0,20.0,10.0,False,False,False,True
7303,30,0,5,36815,26.32,52.63,21.05,True,False,False,False
7304,18,2,5,14714,70.59,17.65,11.76,False,False,True,False
7305,27,0,5,31026,61.86,27.84,10.31,False,False,False,True
7306,30,1,5,28848,50.0,35.0,15.0,True,False,False,False
7307,19,2,4,24471,70.59,23.53,5.88,False,False,False,False
7308,24,1,6,26669,81.08,12.16,6.76,False,False,False,True
7309,27,1,6,33794,53.0,32.0,15.0,True,False,False,False
7310,27,0,7,37132,29.47,49.47,21.05,True,False,False,False
7311,22,2,3,36361,85.0,10.0,5.0,False,False,False,True
7312,24,2,3,21271,85.0,10.0,5.0,False,True,False,False
7313,19,0,7,13757,36.84,42.11,21.05,True,False,False,False
7314,22,0,4,16739,34.74,44.21,21.05,True,False,False,False
7315,31,1,5,16334,44.0,36.0,20.0,False,False,True,False
7316,24,1,9,35974,76.0,19.0,5.0,False,True,False,False
7317,26,2,4,44512,82.87,9.75,7.39,False,False,False,True
7318,24,2,5,18806,81.08,12.16,6.76,False,True,False,False
7319,20,2,4,15763,75.0,18.75,6.25,True,False,False,False
7320,25,1,5,80466,55.0,30.0,15.0,True,False,False,False
7321,22,0,3,25304,43.0,47.0,10.0,False,False,False,False
7322,20,2,4,30783,83.22,9.79,6.99,False,True,False,False
7323,18,1,6,28017,55.0,25.0,20.0,False,False,True,False
7324,22,2,3,22184,85.0,10.0,5.0,False,True,False,False
7325,25,1,4,23517,80.0,13.33,6.67,False,False,False,True
7326,23,0,5,16933,52.0,33.0,15.0,False,True,False,False
7327,26,0,5,37826,39.0,51.0,10.0,False,False,False,False
7328,24,1,4,16134,51.0,29.0,20.0,False,False,True,False
7329,26,1,3,26212,84.56,10.45,4.99,False,False,False,True
7330,25,0,3,29324,50.0,35.0,15.0,False,True,False,False
7331,28,2,5,16496,68.18,26.14,5.68,True,False,False,False
7332,28,1,3,25778,58.91,36.1,4.99,False,False,False,False
7333,18,2,3,25363,80.0,15.0,5.0,True,False,False,False
7334,23,0,7,14489,33.68,45.26,21.05,True,False,False,False
7335,20,0,5,18764,36.84,42.11,21.05,True,False,False,False
7336,25,2,7,35349,73.43,21.6,4.97,False,False,False,False
7337,18,2,3,37173,75.0,15.0,10.0,False,False,True,False
7338,19,2,5,17007,75.0,18.75,6.25,True,False,False,False
7339,24,2,3,21977,71.0,19.0,10.0,False,False,True,False
7340,18,1,5,16995,75.0,18.75,6.25,False,True,False,False
7341,25,2,3,11996,85.0,10.0,5.0,False,True,False,False
7342,24,1,3,24250,51.0,29.0,20.0,False,False,True,False
7343,24,0,3,35630,32.63,46.32,21.05,True,False,False,False
7344,26,2,3,34743,72.57,22.46,4.97,False,False,False,False
7345,26,0,4,29860,49.0,36.0,15.0,False,True,False,False
7346,30,0,3,16477,45.0,40.0,15.0,False,True,False,False
7347,25,0,6,24162,63.16,26.32,10.53,False,False,False,True
7348,20,1,5,21397,55.0,25.0,20.0,False,False,True,False
7349,21,1,4,43855,54.0,26.0,20.0,False,False,True,False
7350,29,2,3,35936,85.0,10.0,5.0,False,False,False,True
7351,21,1,3,35890,79.0,16.0,5.0,False,True,False,False
7352,27,2,10,19206,73.0,22.0,5.0,True,False,False,False
7353,18,1,3,32593,60.0,25.0,15.0,True,False,False,False
7354,26,2,6,24922,65.93,28.57,5.49,False,False,False,False
7355,28,1,6,24420,52.0,33.0,15.0,True,False,False,False
7356,23,2,4,21472,82.19,10.96,6.85,False,True,False,False
7357,20,1,5,20211,60.0,25.0,15.0,True,False,False,False
7358,30,2,6,29010,66.67,27.78,5.56,True,False,False,False
7359,28,0,4,34599,24.44,53.33,22.22,False,False,True,False
7360,18,2,6,25206,82.26,9.68,8.06,False,False,False,True
7361,26,1,3,9591,54.0,31.0,15.0,True,False,False,False
7362,23,1,6,28234,57.0,28.0,15.0,True,False,False,False
7363,25,1,4,18061,50.0,30.0,20.0,False,False,True,False
7364,24,1,5,44713,51.0,29.0,20.0,False,False,True,False
7365,20,2,4,18228,82.26,9.68,8.06,False,False,False,True
7366,26,0,4,35968,30.53,48.42,21.05,True,False,False,False
7367,24,0,3,31615,66.0,24.0,10.0,False,False,False,True
7368,22,0,5,29418,65.22,23.91,10.87,False,False,False,True
7369,25,1,3,23055,61.76,33.25,4.99,False,False,False,False
7370,26,0,6,18281,49.0,36.0,15.0,False,True,False,False
7371,24,2,7,16637,74.3,20.73,4.97,False,False,False,False
7372,22,0,7,18419,31.11,46.67,22.22,False,False,True,False
7373,21,2,6,24923,83.22,9.85,6.93,False,True,False,False
7374,25,2,3,27182,85.0,10.0,5.0,False,False,False,True
7375,31,2,3,17465,85.0,10.0,5.0,False,False,False,True
7376,23,0,8,42656,33.68,45.26,21.05,True,False,False,False
7377,23,1,4,25982,61.22,33.67,5.1,False,False,False,False
7378,22,2,5,35895,68.97,19.54,11.49,False,False,True,False
7379,19,0,6,26658,36.84,42.11,21.05,True,False,False,False
7380,23,0,6,21953,33.68,45.26,21.05,True,False,False,False
7381,25,1,6,18178,80.0,13.33,6.67,False,False,False,True
7382,21,1,3,17043,54.0,26.0,20.0,False,False,True,False
7383,23,0,4,13972,64.52,24.73,10.75,False,False,False,True
7384,20,1,3,25188,60.0,25.0,15.0,True,False,False,False
7385,23,2,4,29399,68.18,26.14,5.68,False,False,False,False
7386,23,1,3,20786,52.0,28.0,20.0,False,False,True,False
7387,19,2,5,30544,70.59,23.53,5.88,False,False,False,False
7388,26,0,3,43119,39.0,51.0,10.0,False,False,False,False
7389,33,1,4,12206,47.0,38.0,15.0,True,False,False,False
7390,23,2,3,25564,75.16,19.87,4.97,False,False,False,False
7391,18,2,3,19903,75.0,15.0,10.0,False,False,True,False
7392,18,2,6,22836,70.59,23.53,5.88,False,False,False,False
7393,26,0,5,22367,26.67,51.11,22.22,False,False,True,False
7394,24,1,9,31367,51.0,29.0,20.0,False,False,True,False
7395,20,1,5,19664,55.0,25.0,20.0,False,False,True,False
7396,30,0,5,18088,22.22,55.56,22.22,False,False,True,False
7397,25,2,4,17645,80.0,13.33,6.67,False,True,False,False
7398,30,0,3,30998,22.22,55.56,22.22,False,False,True,False
7399,21,0,5,31354,54.0,31.0,15.0,False,True,False,False
7400,23,0,3,32725,33.68,45.26,21.05,True,False,False,False
7401,23,0,4,21123,64.52,24.73,10.75,False,False,False,True
7402,22,2,5,20738,68.97,25.29,5.75,False,False,False,False
7403,19,0,4,32400,55.0,30.0,15.0,False,True,False,False
7404,25,2,3,15987,70.0,20.0,10.0,False,False,True,False
7405,24,1,7,30919,51.0,29.0,20.0,False,False,True,False
7406,25,0,3,34524,27.78,50.0,22.22,False,False,True,False
7407,28,2,5,15267,76.92,16.67,6.41,False,True,False,False
7408,24,0,8,18556,32.63,46.32,21.05,True,False,False,False
7409,26,2,8,14744,69.0,21.0,10.0,False,False,True,False
7410,23,1,4,25567,72.29,21.69,6.02,False,True,False,False
7411,26,0,5,25425,49.0,36.0,15.0,False,True,False,False
7412,24,0,7,21329,28.89,48.89,22.22,False,False,True,False
7413,18,0,7,14670,36.84,42.11,21.05,True,False,False,False
7414,27,1,3,29890,73.0,22.0,5.0,False,True,False,False
7415,22,0,5,13602,65.22,23.91,10.87,False,False,False,True
7416,32,2,8,34155,68.0,27.0,5.0,True,False,False,False
7417,18,1,5,20443,75.0,18.75,6.25,False,True,False,False
7418,27,0,4,31705,29.47,49.47,21.05,True,False,False,False
7419,23,0,3,27530,33.68,45.26,21.05,True,False,False,False
7420,29,2,4,21681,67.42,26.97,5.62,True,False,False,False
7421,23,1,5,29632,57.0,28.0,15.0,True,False,False,False
7422,21,1,3,17694,59.0,26.0,15.0,True,False,False,False
7423,29,2,6,23489,67.42,26.97,5.62,True,False,False,False
7424,19,1,5,60251,63.16,31.58,5.26,False,False,False,False
7425,25,1,6,15214,55.0,30.0,15.0,True,False,False,False
7426,24,2,5,22688,81.08,12.16,6.76,False,True,False,False
7427,26,1,3,15704,74.0,21.0,5.0,False,True,False,False
7428,23,2,7,17400,85.0,10.0,5.0,False,False,False,True
7429,22,0,3,25568,53.0,32.0,15.0,False,True,False,False
7430,25,2,3,19069,85.0,10.0,5.0,False,False,False,True
7431,25,0,3,7717,40.0,50.0,10.0,False,False,False,False
7432,24,2,3,18905,76.0,19.0,5.0,True,False,False,False
7433,21,1,5,18031,83.22,9.85,6.93,False,False,False,True
7434,24,1,8,13602,85.0,10.0,5.0,False,False,False,True
7435,24,2,10,36983,85.0,10.0,5.0,False,True,False,False
7436,18,2,5,20098,70.59,23.53,5.88,False,False,False,False
7437,27,1,4,17476,53.0,32.0,15.0,True,False,False,False
7438,18,2,3,24330,77.75,17.28,4.97,False,False,False,False
7439,21,2,5,30075,69.77,18.6,11.63,False,False,True,False
7440,29,0,5,16881,46.0,39.0,15.0,False,True,False,False
7441,25,0,4,30607,27.78,50.0,22.22,False,False,True,False
7442,21,2,7,26928,85.0,10.0,5.0,False,False,False,True
7443,25,0,3,15794,27.78,50.0,22.22,False,False,True,False
7444,18,1,5,31857,75.0,18.75,6.25,False,True,False,False
7445,29,2,5,33792,75.95,17.72,6.33,False,True,False,False
7446,27,1,7,14073,83.61,11.4,4.99,False,False,False,True
7447,20,0,6,30855,36.84,42.11,21.05,True,False,False,False
7448,18,2,3,24336,85.0,10.0,5.0,False,True,False,False
7449,26,1,3,29927,49.0,31.0,20.0,False,False,True,False
7450,22,0,5,19206,31.11,46.67,22.22,False,False,True,False
7451,22,2,5,19126,73.17,20.73,6.1,True,False,False,False
7452,23,0,3,12712,30.0,47.78,22.22,False,False,True,False
7453,26,2,5,22394,78.95,14.47,6.58,False,True,False,False
7454,26,0,8,40935,39.0,51.0,10.0,False,False,False,False
7455,27,0,3,20480,48.0,37.0,15.0,False,True,False,False
7456,28,0,5,26337,47.0,38.0,15.0,False,True,False,False
7457,18,0,5,24253,33.33,44.44,22.22,False,False,True,False
7458,18,0,3,15939,33.33,44.44,22.22,False,False,True,False
7459,20,0,6,21437,36.84,42.11,21.05,True,False,False,False
7460,18,2,5,28402,70.59,17.65,11.76,False,False,True,False
7461,18,0,6,25406,36.84,42.11,21.05,True,False,False,False
7462,24,2,4,12206,82.67,9.73,7.6,False,False,False,True
7463,20,2,3,66102,77.75,17.28,4.97,False,False,False,False
7464,27,1,3,30017,53.0,32.0,15.0,True,False,False,False
7465,22,0,4,25569,53.0,32.0,15.0,False,True,False,False
7466,28,0,8,18546,24.44,53.33,22.22,False,False,True,False
7467,25,2,8,36242,75.0,20.0,5.0,True,False,False,False
7468,23,0,3,22835,52.0,33.0,15.0,False,True,False,False
7469,28,1,3,17899,72.0,23.0,5.0,False,True,False,False
7470,30,2,7,15769,69.11,25.92,4.97,False,False,False,False
7471,31,0,4,12514,59.0,31.0,10.0,False,False,False,True
7472,24,1,7,15353,62.71,32.3,4.99,False,False,False,False
7473,25,0,4,14221,50.0,35.0,15.0,False,True,False,False
7474,19,2,5,26829,70.59,23.53,5.88,False,False,False,False
7475,29,1,3,21971,46.0,34.0,20.0,False,False,True,False
7476,31,1,4,27581,49.0,36.0,15.0,True,False,False,False
7477,22,1,3,37649,64.61,30.4,4.99,False,False,False,False
7478,27,1,7,33553,53.0,32.0,15.0,True,False,False,False
7479,24,2,5,24377,82.67,9.73,7.6,False,False,False,True
7480,26,2,3,40000,74.0,21.0,5.0,True,False,False,False
7481,28,1,6,23030,58.17,36.84,4.99,False,False,False,False
7482,24,1,4,19160,60.61,34.34,5.05,False,False,False,False
7483,29,2,5,27738,75.95,17.72,6.33,False,True,False,False
7484,29,1,6,76035,46.0,34.0,20.0,False,False,True,False
7485,18,2,4,36385,75.0,18.75,6.25,True,False,False,False
7486,31,1,3,29944,44.0,36.0,20.0,False,False,True,False
7487,23,0,3,17124,33.68,45.26,21.05,True,False,False,False
7488,23,0,3,23475,33.68,45.26,21.05,True,False,False,False
7489,24,0,5,26522,63.83,25.53,10.64,False,False,False,True
7490,25,0,6,16291,27.78,50.0,22.22,False,False,True,False
7491,25,1,5,37782,50.0,30.0,20.0,False,False,True,False
7492,28,1,3,22812,82.66,12.35,4.99,False,False,False,True
7493,24,1,4,47206,51.0,29.0,20.0,False,False,True,False
7494,18,0,7,28205,33.33,44.44,22.22,False,False,True,False
7495,20,1,7,27570,85.0,10.0,5.0,False,False,False,True
7496,19,2,5,17797,82.26,9.68,8.06,False,False,False,True
7497,23,0,4,20445,30.0,47.78,22.22,False,False,True,False
7498,26,2,6,55862,78.95,14.47,6.58,False,True,False,False
7499,23,1,5,15236,82.19,10.96,6.85,False,False,False,True
7500,18,0,4,16057,66.67,22.22,11.11,False,False,False,True
7501,26,0,8,17302,26.67,51.11,22.22,False,False,True,False
7502,28,1,3,21547,52.0,33.0,15.0,True,False,False,False
7503,21,0,3,18951,54.0,31.0,15.0,False,True,False,False
7504,21,1,3,44108,65.56,29.45,4.99,False,False,False,False
7505,24,1,4,26479,71.43,22.62,5.95,False,True,False,False
7506,30,2,5,45485,63.16,26.32,10.53,False,False,True,False
7507,23,0,3,15907,33.68,45.26,21.05,True,False,False,False
7508,30,2,3,28126,81.45,13.57,4.98,False,True,False,False
7509,23,2,5,26083,82.58,9.71,7.71,False,False,False,True
7510,24,2,3,31522,85.0,10.0,5.0,False,False,False,True
7511,29,0,10,29892,46.0,39.0,15.0,False,True,False,False
7512,18,1,8,27849,60.0,25.0,15.0,True,False,False,False
7513,29,0,9,17615,61.0,29.0,10.0,False,False,False,True
7514,20,1,3,51528,66.51,28.5,4.99,False,False,False,False
7515,25,0,3,28244,27.78,50.0,22.22,False,False,True,False
7516,25,0,3,21310,27.78,50.0,22.22,False,False,True,False
7517,18,0,3,28347,55.0,30.0,15.0,False,True,False,False
7518,23,1,3,60287,77.0,18.0,5.0,False,True,False,False
7519,32,2,5,32180,61.86,32.99,5.15,False,False,False,False
7520,29,2,11,30625,69.98,25.05,4.97,False,False,False,False
7521,25,0,3,53959,50.0,35.0,15.0,False,True,False,False
7522,24,1,4,14440,51.0,29.0,20.0,False,False,True,False
7523,25,0,8,24483,27.78,50.0,22.22,False,False,True,False
7524,21,1,9,34042,79.0,16.0,5.0,False,True,False,False
7525,26,1,7,32995,84.56,10.45,4.99,False,False,False,True
7526,27,0,5,18583,29.47,49.47,21.05,True,False,False,False
7527,31,0,6,21097,34.0,56.0,10.0,False,False,False,False
7528,27,0,4,26844,48.0,37.0,15.0,False,True,False,False
7529,22,2,7,23081,85.0,10.0,5.0,False,True,False,False
7530,23,0,3,21925,42.0,48.0,10.0,False,False,False,False
7531,21,2,7,31097,74.0,16.0,10.0,False,False,True,False
7532,32,0,7,23665,20.0,57.78,22.22,False,False,True,False
7533,24,1,3,18366,51.0,29.0,20.0,False,False,True,False
7534,18,2,4,26975,75.0,18.75,6.25,True,False,False,False
7535,27,2,5,30635,65.22,23.91,10.87,False,False,True,False
7536,26,1,5,21761,54.0,31.0,15.0,True,False,False,False
7537,22,2,4,21777,83.1,9.97,6.93,False,True,False,False
7538,22,1,4,28007,53.0,27.0,20.0,False,False,True,False
7539,23,2,4,27954,68.18,20.45,11.36,False,False,True,False
7540,25,1,3,50458,50.0,30.0,20.0,False,False,True,False
7541,25,1,4,18306,60.0,35.0,5.0,False,False,False,False
7542,21,2,9,38536,85.0,10.0,5.0,False,True,False,False
7543,26,2,3,34174,72.57,22.46,4.97,False,False,False,False
7544,28,1,3,15671,58.91,36.1,4.99,False,False,False,False
7545,27,1,5,33492,68.97,25.29,5.75,False,True,False,False
7546,26,2,3,11763,69.0,21.0,10.0,False,False,True,False
7547,21,1,7,46621,59.0,26.0,15.0,True,False,False,False
7548,28,0,4,36195,28.42,50.53,21.05,True,False,False,False
7549,18,0,3,45514,55.0,30.0,15.0,False,True,False,False
7550,22,1,8,16214,64.61,30.4,4.99,False,False,False,False
7551,27,1,3,27077,48.0,32.0,20.0,False,False,True,False
7552,28,1,5,29722,58.17,36.84,4.99,False,False,False,False
7553,20,2,5,35166,75.0,18.75,6.25,True,False,False,False
7554,27,1,3,31435,48.0,32.0,20.0,False,False,True,False
7555,23,0,5,39715,64.52,24.73,10.75,False,False,False,True
7556,18,1,5,23773,55.0,25.0,20.0,False,False,True,False
7557,23,1,7,21965,57.0,28.0,15.0,True,False,False,False
7558,21,2,6,23777,83.22,9.85,6.93,False,True,False,False
7559,25,1,3,20725,75.0,20.0,5.0,False,True,False,False
7560,26,1,7,24257,84.56,10.45,4.99,False,False,False,True
7561,25,2,3,29368,85.0,10.0,5.0,False,True,False,False
7562,24,2,8,34629,76.0,19.0,5.0,True,False,False,False
7563,24,1,4,63341,51.0,29.0,20.0,False,False,True,False
7564,23,0,3,27963,30.0,47.78,22.22,False,False,True,False
7565,29,1,5,30592,67.42,26.97,5.62,False,True,False,False
7566,19,1,5,25474,55.0,25.0,20.0,False,False,True,False
7567,28,1,3,22785,47.0,33.0,20.0,False,False,True,False
7568,30,2,5,29661,75.0,18.75,6.25,False,True,False,False
7569,28,1,3,22552,58.91,36.1,4.99,False,False,False,False
7570,19,2,5,38158,70.59,17.65,11.76,False,False,True,False
7571,31,0,6,13717,21.11,56.67,22.22,False,False,True,False
7572,25,0,3,37950,40.0,50.0,10.0,False,False,False,False
7573,21,0,4,29330,65.93,23.08,10.99,False,False,False,True
7574,18,2,7,20380,77.75,17.28,4.97,False,False,False,False
7575,24,0,6,31949,41.0,49.0,10.0,False,False,False,False
7576,27,2,5,40173,77.92,15.58,6.49,False,True,False,False
7577,27,1,4,49897,77.92,15.58,6.49,False,False,False,True
7578,26,0,3,34375,26.67,51.11,22.22,False,False,True,False
7579,18,2,3,25546,77.75,17.28,4.97,False,False,False,False
7580,24,2,4,26108,71.43,22.62,5.95,True,False,False,False
7581,23,1,3,16654,77.0,18.0,5.0,False,True,False,False
7582,27,0,3,12854,48.0,37.0,15.0,False,True,False,False
7583,24,1,6,24252,60.61,34.34,5.05,False,False,False,False
7584,18,0,5,24906,33.33,44.44,22.22,False,False,True,False
7585,27,2,3,17495,84.16,10.86,4.98,False,True,False,False
7586,22,1,7,46054,64.61,30.4,4.99,False,False,False,False
7587,33,2,8,18386,78.73,16.29,4.98,False,True,False,False
7588,25,1,3,22117,55.0,30.0,15.0,True,False,False,False
7589,33,2,4,47568,82.19,10.96,6.85,False,False,False,True
7590,20,1,9,18824,60.0,25.0,15.0,True,False,False,False
7591,28,0,4,14309,24.44,53.33,22.22,False,False,True,False
7592,18,1,3,15616,80.0,15.0,5.0,False,True,False,False
7593,18,2,4,52045,70.59,17.65,11.76,False,False,True,False
7594,27,0,5,12993,48.0,37.0,15.0,False,True,False,False
7595,27,0,4,21766,61.86,27.84,10.31,False,False,False,True
7596,25,0,4,34762,50.0,35.0,15.0,False,True,False,False
7597,33,2,4,42847,61.22,28.57,10.2,False,False,True,False
7598,33,2,3,12857,78.73,16.29,4.98,False,True,False,False
7599,22,1,3,37878,78.0,17.0,5.0,False,True,False,False
7600,20,2,4,55255,70.59,17.65,11.76,False,False,True,False
7601,27,0,8,20403,29.47,49.47,21.05,True,False,False,False
7602,27,2,3,11861,73.0,22.0,5.0,True,False,False,False
7603,25,0,3,22647,27.78,50.0,22.22,False,False,True,False
7604,29,1,3,21411,51.0,34.0,15.0,True,False,False,False
7605,25,0,5,23297,40.0,50.0,10.0,False,False,False,False
7606,20,1,4,19943,83.22,9.79,6.99,False,False,False,True
7607,26,0,5,30267,39.0,51.0,10.0,False,False,False,False
7608,21,2,4,17253,82.37,9.69,7.94,False,False,False,True
7609,25,2,5,23158,66.67,27.78,5.56,False,False,False,False
7610,24,0,3,19441,66.0,24.0,10.0,False,False,False,True
7611,24,1,3,13427,56.0,29.0,15.0,True,False,False,False
7612,26,1,4,25194,69.77,24.42,5.81,False,True,False,False
7613,22,2,5,41709,82.47,9.7,7.82,False,False,False,True
7614,32,1,6,16337,43.0,37.0,20.0,False,False,True,False
7615,28,2,6,37492,83.05,9.77,7.18,False,False,False,True
7616,25,1,3,31172,75.0,20.0,5.0,False,True,False,False
7617,21,0,5,29552,44.0,46.0,10.0,False,False,False,False
7618,27,1,3,26303,73.0,22.0,5.0,False,True,False,False
7619,28,2,4,16141,76.92,16.67,6.41,False,True,False,False
7620,31,0,3,27159,59.0,31.0,10.0,False,False,False,True
7621,21,1,4,24440,62.5,32.29,5.21,False,False,False,False
7622,29,0,3,17244,23.33,54.44,22.22,False,False,True,False
7623,19,1,4,20462,83.22,9.79,6.99,False,False,False,True
7624,27,1,3,16656,48.0,32.0,20.0,False,False,True,False
7625,27,0,4,24435,25.56,52.22,22.22,False,False,True,False
7626,21,2,5,32695,83.22,9.85,6.93,False,True,False,False
7627,21,2,7,20593,74.0,16.0,10.0,False,False,True,False
7628,28,2,5,28034,83.05,9.77,7.18,False,False,False,True
7629,20,1,4,20755,63.16,31.58,5.26,False,False,False,False
7630,27,0,5,25940,48.0,37.0,15.0,False,True,False,False
7631,26,2,5,14030,65.93,28.57,5.49,False,False,False,False
7632,18,0,4,20646,45.0,45.0,10.0,False,False,False,False
7633,25,2,6,14864,66.67,22.22,11.11,False,False,True,False
7634,29,2,3,31371,69.98,25.05,4.97,False,False,False,False
7635,25,2,3,13518,73.43,21.6,4.97,False,False,False,False
7636,23,2,4,20214,72.29,21.69,6.02,True,False,False,False
7637,31,0,3,20883,21.11,56.67,22.22,False,False,True,False
7638,28,2,3,24134,67.0,23.0,10.0,False,False,True,False
7639,29,0,6,48940,23.33,54.44,22.22,False,False,True,False
7640,20,1,9,10789,85.0,10.0,5.0,False,False,False,True
7641,35,0,4,19943,21.05,57.89,21.05,True,False,False,False
7642,20,0,4,17022,55.0,30.0,15.0,False,True,False,False
7643,21,1,6,49775,74.07,19.75,6.17,False,True,False,False
7644,32,0,7,20245,58.0,32.0,10.0,False,False,False,True
7645,27,1,7,52464,48.0,32.0,20.0,False,False,True,False
7646,25,1,9,28896,50.0,30.0,20.0,False,False,True,False
7647,18,1,5,19661,60.0,25.0,15.0,True,False,False,False
7648,26,2,6,17796,69.77,24.42,5.81,True,False,False,False
7649,28,1,3,29042,72.0,23.0,5.0,False,True,False,False
7650,19,1,5,19683,60.0,25.0,15.0,True,False,False,False
7651,21,1,5,31897,59.0,26.0,15.0,True,False,False,False
7652,25,2,7,19139,85.0,10.0,5.0,False,False,False,True
7653,27,2,3,32429,85.0,10.0,5.0,False,False,False,True
7654,25,2,3,25761,85.0,10.0,5.0,False,False,False,True
7655,23,1,4,35775,72.29,21.69,6.02,False,True,False,False
7656,31,2,3,15636,85.0,10.0,5.0,False,False,False,True
7657,24,0,3,14858,51.0,34.0,15.0,False,True,False,False
7658,30,1,6,24836,57.01,38.0,4.99,False,False,False,False
7659,22,0,5,36456,31.11,46.67,22.22,False,False,True,False
7660,19,2,7,17413,77.75,17.28,4.97,False,False,False,False
7661,27,0,6,28293,61.86,27.84,10.31,False,False,False,True
7662,26,0,8,9776,64.0,26.0,10.0,False,False,False,True
7663,23,1,4,25403,82.19,10.96,6.85,False,False,False,True
7664,30,0,3,32622,22.22,55.56,22.22,False,False,True,False
7665,25,0,9,35210,27.78,50.0,22.22,False,False,True,False
7666,26,1,6,31425,78.95,14.47,6.58,False,False,False,True
7667,24,1,10,21024,51.0,29.0,20.0,False,False,True,False
7668,18,0,3,23461,70.0,20.0,10.0,False,False,False,True
7669,22,2,4,23300,68.97,25.29,5.75,False,False,False,False
7670,25,2,6,41888,70.59,23.53,5.88,True,False,False,False
7671,21,0,5,16897,54.0,31.0,15.0,False,True,False,False
7672,22,2,4,20003,73.17,20.73,6.1,True,False,False,False
7673,20,2,3,33367,75.0,15.0,10.0,False,False,True,False
7674,26,0,3,26477,30.53,48.42,21.05,True,False,False,False
7675,25,0,7,39393,40.0,50.0,10.0,False,False,False,False
7676,18,2,6,26887,75.0,18.75,6.25,True,False,False,False
7677,18,1,5,22066,60.0,25.0,15.0,True,False,False,False
7678,31,0,5,33151,44.0,41.0,15.0,False,True,False,False
7679,20,2,3,30309,85.0,10.0,5.0,False,False,False,True
7680,18,1,6,43743,83.22,9.79,6.99,False,False,False,True
7681,28,1,3,34059,58.91,36.1,4.99,False,False,False,False
7682,20,2,5,17889,75.0,18.75,6.25,True,False,False,False
7683,22,0,7,28714,34.74,44.21,21.05,True,False,False,False
7684,26,1,6,28238,69.77,24.42,5.81,False,True,False,False
7685,22,2,5,15500,82.47,9.7,7.82,False,False,False,True
7686,24,1,3,70895,56.0,29.0,15.0,True,False,False,False
7687,27,0,4,16391,29.47,49.47,21.05,True,False,False,False
7688,30,1,4,40293,66.67,27.78,5.56,False,True,False,False
7689,28,0,5,37785,47.0,38.0,15.0,False,True,False,False
7690,29,2,3,20621,71.0,24.0,5.0,True,False,False,False
7691,27,2,7,22149,71.71,23.33,4.97,False,False,False,False
7692,23,2,6,28525,82.58,9.71,7.71,False,False,False,True
7693,27,1,4,19516,58.77,36.24,5.0,False,False,False,False
7694,24,2,6,30583,67.42,26.97,5.62,False,False,False,False
7695,36,1,6,38566,44.0,41.0,15.0,True,False,False,False
7696,27,1,5,26525,48.0,32.0,20.0,False,False,True,False
7697,25,2,4,18054,80.0,13.33,6.67,False,True,False,False
7698,20,1,7,16840,66.51,28.5,4.99,False,False,False,False
7699,27,0,5,29787,29.47,49.47,21.05,True,False,False,False
7700,28,0,3,30990,37.0,53.0,10.0,False,False,False,False
7701,26,0,3,25934,26.67,51.11,22.22,False,False,True,False
7702,24,1,3,23248,56.0,29.0,15.0,True,False,False,False
7703,20,2,4,22549,75.0,18.75,6.25,True,False,False,False
7704,20,1,3,19894,66.51,28.5,4.99,False,False,False,False
7705,28,2,7,36464,72.0,23.0,5.0,True,False,False,False
7706,28,0,4,25495,61.22,28.57,10.2,False,False,False,True
7707,23,1,4,35299,82.19,10.96,6.85,False,False,False,True
7708,26,0,6,25419,26.67,51.11,22.22,False,False,True,False
7709,25,0,4,36143,40.0,50.0,10.0,False,False,False,False
7710,27,1,3,41963,83.61,11.4,4.99,False,False,False,True
7711,21,2,7,17603,79.0,16.0,5.0,True,False,False,False
7712,22,0,4,18666,53.0,32.0,15.0,False,True,False,False
7713,23,1,3,17470,52.0,28.0,20.0,False,False,True,False
7714,27,1,3,14927,83.61,11.4,4.99,False,False,False,True
7715,28,0,3,20390,37.0,53.0,10.0,False,False,False,False
7716,30,0,4,29309,26.32,52.63,21.05,True,False,False,False
7717,24,1,5,19333,81.08,12.16,6.76,False,False,False,True
