age,risk,goal,horizon,capital,equity,mf,cash
18,low,retirement,5,16424,55.0,30.0,15.0
24,high,short_term,4,27426,67.42,21.35,11.24
29,high,income,5,21613,63.83,30.85,5.32
21,high,income,6,17920,69.77,24.42,5.81
28,high,wealth,4,21424,83.05,9.77,7.18
27,low,wealth,7,18121,63.0,27.0,10.0
21,medium,wealth,4,16509,83.22,9.85,6.93
21,high,wealth,6,33909,82.37,9.69,7.94
18,medium,wealth,6,41239,83.22,9.79,6.99
26,medium,wealth,4,16047,78.95,14.47,6.58
25,high,income,5,40627,66.67,27.78,5.56
24,medium,short_term,7,19316,51.0,29.0,20.0
18,low,short_term,3,18331,33.33,44.44,22.22
25,high,income,5,33000,66.67,27.78,5.56
22,low,retirement,3,37017,53.0,32.0,15.0
24,low,retirement,3,17509,51.0,34.0,15.0
29,high,retirement,8,21426,82.35,12.67,4.98
25,medium,income,5,22536,60.0,35.0,5.0
26,low,short_term,5,18981,26.67,51.11,22.22
26,high,income,5,36983,65.93,28.57,5.49
28,high,short_term,3,18609,67.0,23.0,10.0
21,medium,wealth,5,15475,83.22,9.85,6.93
22,medium,short_term,7,24228,53.0,27.0,20.0
24,medium,income,3,29544,62.71,32.3,4.99
32,low,short_term,3,26276,20.0,57.78,22.22
25,high,retirement,6,25475,80.0,13.33,6.67
28,low,wealth,3,21303,62.0,28.0,10.0
27,high,retirement,4,18354,77.92,15.58,6.49
28,medium,short_term,5,17129,47.0,33.0,20.0
21,low,preservation,6,21744,35.79,43.16,21.05
24,high,short_term,5,20815,67.42,21.35,11.24
28,high,short_term,3,24061,67.0,23.0,10.0
32,medium,income,3,16365,55.11,39.9,4.99
23,medium,income,3,13482,63.66,31.35,4.99
23,high,short_term,6,33514,68.18,20.45,11.36
23,high,retirement,3,32469,85.0,10.0,5.0
24,high,retirement,7,32789,85.0,10.0,5.0
24,medium,short_term,6,35222,51.0,29.0,20.0
25,medium,wealth,4,35098,80.0,13.33,6.67
28,high,retirement,7,26710,83.26,11.76,4.98
18,high,preservation,6,19580,75.0,18.75,6.25
27,high,income,7,23005,71.71,23.33,4.97
18,medium,wealth,4,26791,83.22,9.79,6.99
23,medium,wealth,3,16431,85.0,10.0,5.0
24,low,short_term,5,18898,28.89,48.89,22.22
29,medium,wealth,6,22161,75.95,17.72,6.33
21,medium,retirement,7,18783,79.0,16.0,5.0
18,low,short_term,4,21648,33.33,44.44,22.22
18,high,preservation,10,16157,80.0,15.0,5.0
23,high,retirement,4,15239,82.19,10.96,6.85
25,low,preservation,5,15585,31.58,47.37,21.05
29,low,preservation,7,15614,27.37,51.58,21.05
23,medium,wealth,3,24830,85.0,10.0,5.0
29,high,retirement,6,42961,75.95,17.72,6.33
22,high,short_term,3,35720,73.0,17.0,10.0
31,medium,wealth,5,25860,74.07,19.75,6.17
22,high,short_term,3,43519,73.0,17.0,10.0
18,medium,income,5,10790,63.16,31.58,5.26
29,low,wealth,5,58119,60.61,29.29,10.1
21,medium,income,5,28915,62.5,32.29,5.21
26,high,preservation,10,23933,74.0,21.0,5.0
24,medium,income,3,40120,62.71,32.3,4.99
23,low,wealth,3,21456,67.0,23.0,10.0
24,low,retirement,5,38012,51.0,34.0,15.0
26,medium,wealth,4,41083,78.95,14.47,6.58
26,high,preservation,3,28897,74.0,21.0,5.0
27,medium,wealth,5,30629,77.92,15.58,6.49
28,high,short_term,7,22159,67.0,23.0,10.0
28,high,income,7,28309,70.84,24.19,4.97
23,low,wealth,3,16834,67.0,23.0,10.0
30,high,short_term,5,13894,63.16,26.32,10.53
21,high,short_term,7,28557,74.0,16.0,10.0
24,high,preservation,7,19148,76.0,19.0,5.0
19,medium,preservation,3,16350,60.0,25.0,15.0
19,medium,preservation,3,27898,60.0,25.0,15.0
24,medium,income,8,33339,62.71,32.3,4.99
20,high,preservation,7,29390,80.0,15.0,5.0
23,medium,wealth,3,19178,85.0,10.0,5.0
23,high,income,5,15930,68.18,26.14,5.68
23,high,preservation,5,17559,72.29,21.69,6.02
32,low,income,7,21772,33.0,57.0,10.0
18,high,income,5,28259,70.59,23.53,5.88
29,medium,retirement,3,57166,71.0,24.0,5.0
25,medium,short_term,3,20592,50.0,30.0,20.0
18,medium,wealth,4,26524,83.22,9.79,6.99
26,medium,wealth,3,14126,84.56,10.45,4.99
26,high,wealth,3,18823,85.0,10.0,5.0
26,high,short_term,3,18448,69.0,21.0,10.0
23,medium,retirement,4,27846,72.29,21.69,6.02
21,low,preservation,3,14805,35.79,43.16,21.05
22,high,wealth,4,36383,82.47,9.7,7.82
23,medium,preservation,3,18663,57.0,28.0,15.0
30,high,short_term,5,23456,63.16,26.32,10.53
25,low,preservation,6,27556,31.58,47.37,21.05
27,high,wealth,6,21506,82.96,9.76,7.28
26,high,wealth,5,31101,82.87,9.75,7.39
29,high,wealth,3,47262,85.0,10.0,5.0
27,high,short_term,4,33590,65.22,23.91,10.87
29,high,preservation,3,11279,71.0,24.0,5.0
18,low,income,3,13612,45.0,45.0,10.0
21,low,retirement,7,11310,54.0,31.0,15.0
24,high,short_term,4,18507,67.42,21.35,11.24
24,medium,retirement,3,35824,76.0,19.0,5.0
31,low,income,5,15982,34.0,56.0,10.0
22,low,preservation,3,15884,34.74,44.21,21.05
18,high,income,3,52156,77.75,17.28,4.97
32,medium,retirement,5,36053,65.22,29.35,5.43
28,high,short_term,3,38277,67.0,23.0,10.0
29,low,retirement,3,29596,46.0,39.0,15.0
25,medium,short_term,5,25454,50.0,30.0,20.0
28,high,retirement,4,16888,76.92,16.67,6.41
24,low,preservation,6,32872,32.63,46.32,21.05
26,medium,wealth,6,24807,78.95,14.47,6.58
19,medium,short_term,5,40804,55.0,25.0,20.0
33,low,preservation,4,28490,23.16,55.79,21.05
20,medium,preservation,5,27457,60.0,25.0,15.0
18,medium,income,4,32205,63.16,31.58,5.26
18,medium,short_term,3,18034,55.0,25.0,20.0
30,high,retirement,3,23416,81.45,13.57,4.98
19,high,retirement,4,28199,83.22,9.79,6.99
18,medium,preservation,4,14492,60.0,25.0,15.0
24,medium,preservation,7,26875,56.0,29.0,15.0
27,low,wealth,4,22694,61.86,27.84,10.31
32,low,retirement,3,33865,43.0,42.0,15.0
36,medium,wealth,4,14404,69.77,24.42,5.81
21,medium,income,3,47154,65.56,29.45,4.99
23,low,retirement,3,24643,52.0,33.0,15.0
25,low,retirement,6,18378,50.0,35.0,15.0
23,medium,retirement,4,26321,72.29,21.69,6.02
24,high,income,6,16995,67.42,26.97,5.62
18,medium,short_term,6,17133,55.0,25.0,20.0
31,medium,short_term,7,22555,44.0,36.0,20.0
21,high,income,4,19916,69.77,24.42,5.81
24,low,short_term,3,25608,28.89,48.89,22.22
29,high,preservation,5,27397,67.42,26.97,5.62
18,low,wealth,4,28910,66.67,22.22,11.11
23,low,short_term,5,30644,30.0,47.78,22.22
22,low,wealth,3,35958,68.0,22.0,10.0
25,high,income,7,18748,73.43,21.6,4.97
28,high,short_term,3,21232,67.0,23.0,10.0
28,high,income,5,34265,64.52,30.11,5.38
24,medium,short_term,7,34982,51.0,29.0,20.0
25,low,income,5,18856,40.0,50.0,10.0
23,high,wealth,4,13085,82.58,9.71,7.71
18,high,short_term,5,23842,70.59,17.65,11.76
18,medium,short_term,4,17626,55.0,25.0,20.0
30,medium,preservation,6,21317,50.0,35.0,15.0
21,high,short_term,3,39712,74.0,16.0,10.0
22,medium,preservation,6,21756,58.0,27.0,15.0
33,low,retirement,7,19938,42.0,43.0,15.0
23,low,wealth,3,28834,67.0,23.0,10.0
33,high,retirement,3,18369,78.73,16.29,4.98
21,medium,retirement,6,22094,74.07,19.75,6.17
24,high,retirement,7,26565,85.0,10.0,5.0
21,high,retirement,4,26191,83.22,9.85,6.93
34,high,preservation,3,16480,66.0,29.0,5.0
23,low,wealth,5,35210,64.52,24.73,10.75
25,high,income,7,14963,73.43,21.6,4.97
26,medium,wealth,3,34708,84.56,10.45,4.99
26,low,income,3,32552,39.0,51.0,10.0
24,low,short_term,3,51580,28.89,48.89,22.22
29,medium,income,4,28799,57.58,37.43,4.99
27,high,short_term,3,28598,68.0,22.0,10.0
22,high,preservation,4,21413,73.17,20.73,6.1
25,medium,short_term,6,24057,50.0,30.0,20.0
31,low,wealth,4,28907,59.0,31.0,10.0
18,medium,retirement,4,10927,75.0,18.75,6.25
25,low,wealth,6,12962,63.16,26.32,10.53
20,low,income,6,21264,45.0,45.0,10.0
24,high,preservation,7,27845,76.0,19.0,5.0
21,medium,income,5,40874,62.5,32.29,5.21
27,medium,short_term,7,36745,48.0,32.0,20.0
20,low,preservation,3,20690,36.84,42.11,21.05
23,medium,retirement,6,26133,72.29,21.69,6.02
23,low,short_term,5,32380,30.0,47.78,22.22
26,low,income,7,22287,39.0,51.0,10.0
18,medium,wealth,3,31336,85.0,10.0,5.0
24,medium,wealth,6,56400,81.08,12.16,6.76
25,medium,preservation,3,27752,55.0,30.0,15.0
20,high,retirement,8,55155,85.0,10.0,5.0
24,low,retirement,3,17091,51.0,34.0,15.0
27,medium,wealth,3,31438,83.61,11.4,4.99
24,medium,retirement,5,23674,71.43,22.62,5.95
18,medium,retirement,3,35776,80.0,15.0,5.0
18,medium,short_term,6,13581,55.0,25.0,20.0
28,high,short_term,3,24182,67.0,23.0,10.0
31,medium,short_term,3,26523,44.0,36.0,20.0
22,medium,retirement,3,18996,78.0,17.0,5.0
20,high,short_term,3,40917,75.0,15.0,10.0
22,low,income,5,19688,43.0,47.0,10.0
23,high,income,4,28193,68.18,26.14,5.68
23,medium,retirement,7,16973,77.0,18.0,5.0
19,low,wealth,5,18941,66.67,22.22,11.11
22,low,income,3,12261,43.0,47.0,10.0
23,medium,retirement,3,27947,77.0,18.0,5.0
28,medium,income,3,25672,58.91,36.1,4.99
24,medium,wealth,5,33903,81.08,12.16,6.76
21,low,wealth,3,33464,69.0,21.0,10.0
33,low,income,7,20375,32.0,58.0,10.0
26,high,wealth,3,18375,85.0,10.0,5.0
23,high,short_term,3,13536,72.0,18.0,10.0
30,low,retirement,6,32682,45.0,40.0,15.0
25,high,retirement,6,42631,80.0,13.33,6.67
32,high,wealth,6,38891,83.1,9.97,6.93
30,low,preservation,5,39423,26.32,52.63,21.05
26,medium,income,3,31731,60.81,34.2,4.99
22,low,short_term,6,15862,31.11,46.67,22.22
20,medium,wealth,5,24138,83.22,9.79,6.99
34,medium,retirement,4,17863,63.83,30.85,5.32
19,medium,retirement,6,19641,75.0,18.75,6.25
23,medium,preservation,3,28016,57.0,28.0,15.0
19,medium,preservation,3,32016,60.0,25.0,15.0
28,high,income,5,19514,64.52,30.11,5.38
23,high,wealth,3,32787,85.0,10.0,5.0
21,medium,preservation,5,20827,59.0,26.0,15.0
29,high,preservation,3,17628,71.0,24.0,5.0
30,low,preservation,3,19452,26.32,52.63,21.05
30,medium,retirement,8,23008,70.0,25.0,5.0
22,low,short_term,3,41667,31.11,46.67,22.22
23,low,retirement,4,27944,52.0,33.0,15.0
23,medium,preservation,4,15026,57.0,28.0,15.0
18,medium,income,5,32737,63.16,31.58,5.26
27,high,income,5,43585,65.22,29.35,5.43
21,high,preservation,5,19924,74.07,19.75,6.17
24,high,retirement,5,26579,81.08,12.16,6.76
31,low,preservation,8,30486,25.26,53.68,21.05
23,high,wealth,3,26869,85.0,10.0,5.0
26,medium,preservation,3,19518,54.0,31.0,15.0
31,high,income,5,22063,62.5,32.29,5.21
29,medium,wealth,4,13527,75.95,17.72,6.33
23,high,wealth,4,18198,82.58,9.71,7.71
28,medium,income,3,25896,58.91,36.1,4.99
21,high,retirement,7,22507,85.0,10.0,5.0
25,medium,retirement,5,18011,70.59,23.53,5.88
26,high,income,4,19044,65.93,28.57,5.49
27,medium,wealth,3,22686,83.61,11.4,4.99
32,low,wealth,7,30596,58.0,32.0,10.0
25,high,income,6,21087,66.67,27.78,5.56
24,medium,short_term,7,14904,51.0,29.0,20.0
27,high,retirement,5,17791,77.92,15.58,6.49
22,medium,short_term,5,14969,53.0,27.0,20.0
23,medium,income,4,19987,61.22,33.67,5.1
24,low,income,6,7992,41.0,49.0,10.0
27,low,income,5,24720,38.0,52.0,10.0
18,low,wealth,4,14854,66.67,22.22,11.11
23,high,wealth,8,48344,85.0,10.0,5.0
27,high,wealth,7,18839,85.0,10.0,5.0
19,high,wealth,4,41030,82.26,9.68,8.06
19,medium,preservation,3,26357,60.0,25.0,15.0
26,high,wealth,5,27175,82.87,9.75,7.39
21,low,retirement,3,17363,54.0,31.0,15.0
28,low,preservation,7,14348,28.42,50.53,21.05
20,high,income,6,15190,70.59,23.53,5.88
33,low,short_term,7,23705,18.89,58.89,22.22
29,medium,wealth,3,20535,81.71,13.3,4.99
35,high,wealth,4,14457,80.0,13.33,6.67
26,high,income,4,40022,65.93,28.57,5.49
21,low,retirement,3,54909,54.0,31.0,15.0
28,medium,preservation,6,27998,52.0,33.0,15.0
32,low,wealth,5,28745,58.0,32.0,10.0
25,low,wealth,6,14894,63.16,26.32,10.53
25,medium,preservation,3,27010,55.0,30.0,15.0
21,medium,wealth,3,29647,85.0,10.0,5.0
24,medium,preservation,7,24023,56.0,29.0,15.0
30,medium,preservation,6,39303,50.0,35.0,15.0
25,high,short_term,3,30235,70.0,20.0,10.0
25,medium,income,5,19301,60.0,35.0,5.0
25,low,short_term,5,27926,27.78,50.0,22.22
29,low,wealth,4,27533,60.61,29.29,10.1
20,high,wealth,3,35226,85.0,10.0,5.0
21,medium,wealth,8,21792,85.0,10.0,5.0
31,high,retirement,4,17129,74.07,19.75,6.17
20,low,short_term,7,41884,33.33,44.44,22.22
21,low,preservation,6,55549,35.79,43.16,21.05
22,high,short_term,4,22571,68.97,19.54,11.49
20,high,income,6,20264,70.59,23.53,5.88
28,high,short_term,4,23573,64.52,24.73,10.75
29,high,preservation,5,14109,67.42,26.97,5.62
24,low,retirement,4,25124,51.0,34.0,15.0
18,medium,wealth,5,30263,83.22,9.79,6.99
22,low,income,4,33936,43.0,47.0,10.0
22,medium,preservation,8,40278,58.0,27.0,15.0
30,medium,preservation,3,17911,50.0,35.0,15.0
28,high,retirement,3,21192,83.26,11.76,4.98
27,low,income,8,38676,38.0,52.0,10.0
19,low,retirement,5,22913,55.0,30.0,15.0
22,medium,retirement,5,22814,73.17,20.73,6.1
26,medium,retirement,4,35128,69.77,24.42,5.81
31,medium,preservation,3,18122,49.0,36.0,15.0
26,high,wealth,4,42534,82.87,9.75,7.39
32,low,income,3,12591,33.0,57.0,10.0
29,low,income,3,18368,36.0,54.0,10.0
20,low,retirement,6,25492,55.0,30.0,15.0
24,high,income,3,19366,74.3,20.73,4.97
26,low,wealth,6,28881,62.5,27.08,10.42
24,medium,short_term,6,15565,51.0,29.0,20.0
22,medium,preservation,6,27328,58.0,27.0,15.0
18,high,preservation,4,27727,75.0,18.75,6.25
27,low,income,5,37560,38.0,52.0,10.0
27,medium,preservation,5,14352,53.0,32.0,15.0
23,medium,short_term,6,23243,52.0,28.0,20.0
23,medium,retirement,5,38033,72.29,21.69,6.02
23,low,preservation,7,33979,33.68,45.26,21.05
24,medium,income,5,17916,60.61,34.34,5.05
18,high,income,4,41076,70.59,23.53,5.88
22,low,short_term,3,16664,31.11,46.67,22.22
23,medium,short_term,4,17209,52.0,28.0,20.0
31,medium,wealth,3,26833,79.81,15.2,4.99
29,medium,wealth,6,24137,75.95,17.72,6.33
25,high,preservation,3,56783,75.0,20.0,5.0
22,medium,income,6,43077,61.86,32.99,5.15
24,low,short_term,3,29919,28.89,48.89,22.22
21,low,short_term,4,35312,32.22,45.56,22.22
18,low,income,6,33568,45.0,45.0,10.0
23,medium,preservation,8,26889,57.0,28.0,15.0
24,high,preservation,6,16940,71.43,22.62,5.95
21,low,wealth,3,26886,69.0,21.0,10.0
25,low,wealth,5,23886,63.16,26.32,10.53
21,low,income,3,25926,44.0,46.0,10.0
22,low,retirement,5,51616,53.0,32.0,15.0
21,medium,income,6,23590,62.5,32.29,5.21
22,high,short_term,3,47015,73.0,17.0,10.0
24,medium,retirement,3,31687,76.0,19.0,5.0
25,low,retirement,6,25090,50.0,35.0,15.0
22,medium,wealth,7,49273,85.0,10.0,5.0
30,medium,wealth,4,23694,75.0,18.75,6.25
26,low,short_term,3,20498,26.67,51.11,22.22
21,low,retirement,3,14277,54.0,31.0,15.0
26,high,preservation,5,23394,69.77,24.42,5.81
29,low,income,3,24919,36.0,54.0,10.0
24,medium,retirement,7,38436,76.0,19.0,5.0
23,medium,short_term,9,9293,52.0,28.0,20.0
30,low,short_term,5,20555,22.22,55.56,22.22
28,high,retirement,4,25874,76.92,16.67,6.41
21,medium,income,7,19751,65.56,29.45,4.99
21,medium,retirement,3,16769,79.0,16.0,5.0
24,medium,preservation,3,15965,56.0,29.0,15.0
26,high,short_term,5,43297,65.93,23.08,10.99
28,medium,short_term,3,30788,47.0,33.0,20.0
27,high,wealth,6,20974,82.96,9.76,7.28
26,high,wealth,4,21890,82.87,9.75,7.39
22,medium,preservation,3,31264,58.0,27.0,15.0
19,medium,preservation,5,14640,60.0,25.0,15.0
22,high,wealth,4,22050,82.47,9.7,7.82
27,high,income,3,20778,71.71,23.33,4.97
26,high,retirement,3,24250,85.0,10.0,5.0
19,high,wealth,3,27625,85.0,10.0,5.0
29,medium,retirement,5,31208,67.42,26.97,5.62
26,high,retirement,4,14910,78.95,14.47,6.58
23,medium,short_term,7,22474,52.0,28.0,20.0
31,low,wealth,4,39438,59.0,31.0,10.0
30,high,preservation,3,20391,70.0,25.0,5.0
23,medium,income,4,28900,61.22,33.67,5.1
19,low,preservation,3,37776,36.84,42.11,21.05
23,high,income,3,29485,75.16,19.87,4.97
22,high,retirement,3,21357,85.0,10.0,5.0
27,medium,short_term,3,25599,48.0,32.0,20.0
20,high,income,3,18245,77.75,17.28,4.97
27,medium,short_term,5,22385,48.0,32.0,20.0
24,high,short_term,7,25688,71.0,19.0,10.0
26,high,retirement,5,23217,78.95,14.47,6.58
29,low,retirement,7,30863,46.0,39.0,15.0
31,low,retirement,3,21676,44.0,41.0,15.0
25,high,wealth,3,9480,85.0,10.0,5.0
19,low,short_term,5,13983,33.33,44.44,22.22
27,medium,preservation,6,22838,53.0,32.0,15.0
24,low,wealth,8,35451,66.0,24.0,10.0
32,low,wealth,4,18397,58.0,32.0,10.0
25,medium,income,3,14873,61.76,33.25,4.99
24,medium,income,3,36639,62.71,32.3,4.99
32,high,retirement,4,22774,73.17,20.73,6.1
31,medium,income,3,17495,56.06,38.95,4.99
26,high,short_term,14,17331,69.0,21.0,10.0
30,high,short_term,4,17489,63.16,26.32,10.53
23,high,retirement,5,34344,82.19,10.96,6.85
29,medium,income,3,59383,57.96,37.05,4.99
29,low,wealth,9,21412,61.0,29.0,10.0
25,high,wealth,3,22263,85.0,10.0,5.0
22,low,short_term,4,19085,31.11,46.67,22.22
18,low,retirement,5,35192,55.0,30.0,15.0
21,high,wealth,6,20974,82.37,9.69,7.94
27,high,income,6,35748,65.22,29.35,5.43
22,high,preservation,4,35360,73.17,20.73,6.1
21,medium,retirement,5,25133,74.07,19.75,6.17
26,high,wealth,5,16775,82.87,9.75,7.39
26,high,short_term,3,18346,69.0,21.0,10.0
31,high,wealth,5,15547,83.22,9.85,6.93
18,medium,retirement,6,17020,75.0,18.75,6.25
25,high,short_term,3,34667,70.0,20.0,10.0
30,medium,retirement,3,36987,70.0,25.0,5.0
25,high,wealth,5,26941,82.77,9.74,7.49
18,high,income,3,39301,77.75,17.28,4.97
24,low,short_term,6,22879,28.89,48.89,22.22
21,medium,short_term,5,18285,54.0,26.0,20.0
27,medium,preservation,4,39323,53.0,32.0,15.0
29,medium,preservation,5,46661,51.0,34.0,15.0
26,medium,income,3,26013,60.81,34.2,4.99
21,high,preservation,5,28492,74.07,19.75,6.17
29,low,retirement,6,12827,46.0,39.0,15.0
36,medium,short_term,9,25496,39.0,41.0,20.0
21,low,income,5,55185,44.0,46.0,10.0
22,low,wealth,8,57987,68.0,22.0,10.0
29,medium,retirement,9,26597,71.0,24.0,5.0
27,low,income,4,33510,38.0,52.0,10.0
27,medium,preservation,3,29973,53.0,32.0,15.0
29,medium,income,9,10320,57.96,37.05,4.99
25,high,wealth,7,23437,85.0,10.0,5.0
29,medium,wealth,4,39966,75.95,17.72,6.33
24,low,short_term,3,23101,28.89,48.89,22.22
22,low,preservation,4,43656,34.74,44.21,21.05
18,medium,wealth,5,22789,83.22,9.79,6.99
29,low,short_term,7,23043,23.33,54.44,22.22
25,low,wealth,3,16701,65.0,25.0,10.0
24,low,short_term,3,38633,28.89,48.89,22.22
23,high,income,3,25113,75.16,19.87,4.97
26,low,income,7,26314,39.0,51.0,10.0
27,high,preservation,4,26354,68.97,25.29,5.75
24,high,income,3,42647,74.3,20.73,4.97
18,low,short_term,5,40649,33.33,44.44,22.22
23,high,income,3,19740,75.16,19.87,4.97
27,low,short_term,5,26327,25.56,52.22,22.22
27,high,wealth,3,13705,85.0,10.0,5.0
31,medium,income,5,27104,56.06,38.95,4.99
23,low,income,3,16407,42.0,48.0,10.0
24,low,income,4,8064,41.0,49.0,10.0
25,high,wealth,8,44272,85.0,10.0,5.0
21,high,income,3,26551,76.89,18.14,4.97
21,high,wealth,4,38286,82.37,9.69,7.94
28,high,wealth,7,23426,85.0,10.0,5.0
24,low,retirement,6,29268,51.0,34.0,15.0
18,high,preservation,4,19626,75.0,18.75,6.25
25,low,short_term,3,13290,27.78,50.0,22.22
29,medium,retirement,4,23048,67.42,26.97,5.62
35,high,short_term,5,31193,60.0,30.0,10.0
22,medium,preservation,8,22570,58.0,27.0,15.0
22,low,wealth,8,29517,68.0,22.0,10.0
21,high,income,7,18135,76.89,18.14,4.97
19,medium,preservation,5,38427,60.0,25.0,15.0
27,low,short_term,5,35369,25.56,52.22,22.22
28,high,short_term,10,15092,67.0,23.0,10.0
21,low,preservation,4,34942,35.79,43.16,21.05
24,high,income,3,27192,74.3,20.73,4.97
21,low,retirement,3,19727,54.0,31.0,15.0
18,medium,retirement,6,15380,75.0,18.75,6.25
28,low,preservation,3,52947,28.42,50.53,21.05
27,high,retirement,5,21009,77.92,15.58,6.49
21,high,short_term,6,53461,69.77,18.6,11.63
31,low,wealth,4,24253,59.0,31.0,10.0
25,medium,short_term,5,11991,50.0,30.0,20.0
29,high,short_term,3,15362,66.0,24.0,10.0
20,medium,short_term,3,31198,55.0,25.0,20.0
25,medium,short_term,6,17459,50.0,30.0,20.0
27,high,retirement,5,34912,77.92,15.58,6.49
23,low,retirement,3,23248,52.0,33.0,15.0
19,low,wealth,3,23092,70.0,20.0,10.0
25,medium,income,6,27023,60.0,35.0,5.0
27,low,wealth,3,28246,63.0,27.0,10.0
22,medium,income,7,33734,64.61,30.4,4.99
28,low,retirement,3,20164,47.0,38.0,15.0
23,high,retirement,3,18840,85.0,10.0,5.0
24,high,preservation,6,27352,71.43,22.62,5.95
30,medium,preservation,5,39347,50.0,35.0,15.0
25,medium,short_term,3,27529,50.0,30.0,20.0
26,low,wealth,3,38812,64.0,26.0,10.0
20,low,wealth,5,18125,66.67,22.22,11.11
31,low,wealth,6,39901,59.0,31.0,10.0
21,medium,income,3,33250,65.56,29.45,4.99
22,high,income,6,24266,68.97,25.29,5.75
22,medium,income,6,49449,61.86,32.99,5.15
23,low,income,3,23205,42.0,48.0,10.0
23,medium,retirement,7,14004,77.0,18.0,5.0
27,medium,short_term,10,30943,48.0,32.0,20.0
26,low,wealth,5,18478,62.5,27.08,10.42
22,high,short_term,3,21329,73.0,17.0,10.0
18,low,short_term,8,19328,33.33,44.44,22.22
27,low,short_term,8,18389,25.56,52.22,22.22
21,medium,retirement,9,33513,79.0,16.0,5.0
29,low,short_term,3,46433,23.33,54.44,22.22
19,high,preservation,4,33040,75.0,18.75,6.25
35,low,retirement,8,35035,40.0,45.0,15.0
22,medium,wealth,3,30750,85.0,10.0,5.0
27,high,preservation,4,53547,68.97,25.29,5.75
21,low,preservation,3,19466,35.79,43.16,21.05
22,low,preservation,6,48723,34.74,44.21,21.05
18,medium,preservation,7,21681,60.0,25.0,15.0
31,high,income,3,18712,68.25,26.78,4.97
18,low,preservation,4,17598,36.84,42.11,21.05
31,low,preservation,8,38923,25.26,53.68,21.05
22,low,retirement,6,25623,53.0,32.0,15.0
26,medium,short_term,7,29448,49.0,31.0,20.0
19,high,retirement,5,20048,83.22,9.79,6.99
25,low,preservation,7,33919,31.58,47.37,21.05
21,medium,retirement,7,44082,79.0,16.0,5.0
23,low,short_term,6,19521,30.0,47.78,22.22
26,low,income,6,30498,39.0,51.0,10.0
32,high,retirement,6,36317,73.17,20.73,6.1
26,medium,retirement,3,22372,74.0,21.0,5.0
27,low,preservation,4,35915,29.47,49.47,21.05
25,medium,retirement,3,17101,75.0,20.0,5.0
22,low,income,5,36568,43.0,47.0,10.0
27,medium,wealth,3,16675,83.61,11.4,4.99
27,low,wealth,3,18684,63.0,27.0,10.0
23,medium,preservation,4,27902,57.0,28.0,15.0
22,medium,wealth,5,46641,83.1,9.97,6.93
29,low,income,3,38778,36.0,54.0,10.0
21,medium,short_term,5,44581,54.0,26.0,20.0
18,low,wealth,6,17309,66.67,22.22,11.11
22,low,preservation,5,19012,34.74,44.21,21.05
31,high,retirement,5,18216,74.07,19.75,6.17
26,medium,preservation,3,26441,54.0,31.0,15.0
21,high,wealth,4,33534,82.37,9.69,7.94
19,low,wealth,3,38649,70.0,20.0,10.0
25,medium,retirement,3,30382,75.0,20.0,5.0
22,medium,income,4,28095,61.86,32.99,5.15
27,high,short_term,3,27631,68.0,22.0,10.0
32,high,preservation,5,24370,65.22,29.35,5.43
24,low,income,5,17651,41.0,49.0,10.0
18,medium,income,3,19286,66.51,28.5,4.99
25,low,wealth,4,31140,63.16,26.32,10.53
26,medium,short_term,6,17945,49.0,31.0,20.0
29,medium,retirement,6,21196,67.42,26.97,5.62
31,high,wealth,6,27170,83.22,9.85,6.93
20,high,wealth,3,17289,85.0,10.0,5.0
26,high,preservation,6,24950,69.77,24.42,5.81
28,low,retirement,5,29997,47.0,38.0,15.0
31,high,income,7,20916,68.25,26.78,4.97
27,high,short_term,3,19999,68.0,22.0,10.0
28,high,short_term,6,24641,64.52,24.73,10.75
25,low,preservation,5,17550,31.58,47.37,21.05
23,low,income,4,28139,42.0,48.0,10.0
25,high,preservation,3,15800,75.0,20.0,5.0
33,high,wealth,5,36444,82.19,10.96,6.85
23,high,income,4,25156,68.18,26.14,5.68
25,low,preservation,6,22950,31.58,47.37,21.05
22,low,wealth,4,29058,65.22,23.91,10.87
18,medium,wealth,3,27554,85.0,10.0,5.0
20,low,short_term,3,20782,33.33,44.44,22.22
26,medium,short_term,4,15337,49.0,31.0,20.0
21,medium,income,6,46988,62.5,32.29,5.21
24,low,short_term,3,23048,28.89,48.89,22.22
23,low,short_term,5,34640,30.0,47.78,22.22
26,high,wealth,3,35632,85.0,10.0,5.0
19,medium,retirement,3,24370,80.0,15.0,5.0
28,low,short_term,4,27802,24.44,53.33,22.22
22,low,wealth,7,34681,68.0,22.0,10.0
28,high,wealth,6,46648,83.05,9.77,7.18
18,high,income,3,39670,77.75,17.28,4.97
29,low,retirement,3,22089,46.0,39.0,15.0
30,low,wealth,3,20108,60.0,30.0,10.0
26,high,retirement,6,19047,78.95,14.47,6.58
25,low,wealth,3,24558,65.0,25.0,10.0
22,low,preservation,5,16241,34.74,44.21,21.05
26,medium,retirement,3,68675,74.0,21.0,5.0
22,high,wealth,3,32570,85.0,10.0,5.0
29,high,short_term,3,24121,66.0,24.0,10.0
21,medium,retirement,3,20493,79.0,16.0,5.0
28,low,preservation,5,19852,28.42,50.53,21.05
25,low,income,5,15838,40.0,50.0,10.0
25,low,short_term,4,22052,27.78,50.0,22.22
26,high,retirement,3,20454,85.0,10.0,5.0
